text_container_index,entity_urn,entity_text,entity_type,confidence,entity_link,wikidata_id
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Φωκαεῦσι[1],Φωκαεῦσι,MISC,0.9878414273262024,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἰωνίᾳ[1],Ἰωνίᾳ,LOC,0.991275429725647,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἀθήνας[1],Ἀθήνας,LOC,0.9840825796127319,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Φαληροῦ[1],Φαληροῦ,LOC,0.9855266809463501,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἥρας[1],Ἥρας,PER,0.9956369996070862,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Μαρδόνιόν[1],Μαρδόνιόν,PER,0.9737741947174072,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἀλκαμένους[1],Ἀλκαμένους,PER,0.996772825717926,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Μῆδος[1],Μῆδος,MISC,0.6291281580924988,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπης[1],Ἀντιόπης,PER,0.9870981574058533,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[1],Ἀντιόπην,PER,0.9747536182403564,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Πίνδαρος[1],Πίνδαρος,PER,0.9722959995269775,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Πειρίθου[1],Πειρίθου,PER,0.9956340193748474,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[1],Θησέως,PER,0.9984571933746338,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Τροιζηνίῳ[1],Τροιζηνίῳ,LOC,0.9604790806770325,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἡρακλέα[1],Ἡρακλέα,PER,0.9964358806610107,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θερμώδοντι[1],Θερμώδοντι,LOC,0.9655303955078125,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[2],Θησέως,PER,0.9970818161964417,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[2],Ἀντιόπην,PER,0.9789543747901917,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἡρακλεῖ[1],Ἡρακλεῖ,PER,0.996760904788971,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέα[1],Θησέα,PER,0.9963923096656799,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀθηναῖοι[1],Ἀθηναῖοι,MISC,0.9952685236930847,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[1],Ἀντιόπην,PER,0.9837110638618469,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Μολπαδίαν[1],Μολπαδίαν,PER,0.4121082127094269,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[2],Θησέως,PER,0.9961584210395813,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀθηναίοις[1],Ἀθηναίοις,MISC,0.9909569621086121,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Πειραιῶς[1],Πειραιῶς,LOC,0.9910873770713806,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Κόνων[1],Κόνων,PER,0.986844539642334,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Κνίδῳ[1],Κνίδῳ,LOC,0.9547172784805298,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Θεμιστοκλέους[1],Θεμιστοκλέους,PER,0.9974650144577026,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μήδων[1],Μήδων,MISC,0.9960389137268066,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μενάνδρου[1],Μενάνδρου,PER,0.9953012466430664,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Διοπείθους[1],Διοπείθους,PER,0.9961016178131104,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Εὐριπίδου[1],Εὐριπίδου,PER,0.9951978325843811,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Εὐριπίδης[1],Εὐριπίδης,PER,0.9973880648612976,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μακεδονίᾳ[1],Μακεδονίᾳ,LOC,0.9710186719894409,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Ἀρχέλαον[1],Ἀρχέλαον,PER,0.9849774837493896,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Πολυκράτει[1],Πολυκράτει,PER,0.9928841590881348,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σάμου[1],Σάμου,LOC,0.9596644043922424,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀνακρέων[1],Ἀνακρέων,PER,0.9963672161102295,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Συρακούσας[1],Συρακούσας,LOC,0.9807852506637573,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἱέρωνα[1],Ἱέρωνα,PER,0.9977109432220459,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Αἰσχύλος[1],Αἰσχύλος,PER,0.9693750143051147,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σιμωνίδης[1],Σιμωνίδης,PER,0.9985672235488892,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Διονυσίῳ[1],Διονυσίῳ,PER,0.9979497790336609,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σικελίᾳ[1],Σικελίᾳ,LOC,0.989744246006012,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Φιλόξενος[1],Φιλόξενος,PER,0.9970968961715698,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀντιγόνῳ[1],Ἀντιγόνῳ,PER,0.9978421926498413,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Μακεδόνων[1],Μακεδόνων,MISC,0.9835783243179321,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀνταγόρας[1],Ἀνταγόρας,PER,0.937379777431488,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ῥόδιος[1],Ῥόδιος,MISC,0.9848983883857727,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σολεὺς[1],Σολεὺς,MISC,0.9745740294456482,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἡσίοδος[1],Ἡσίοδος,PER,0.9936692118644714,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ὅμηρος[1],Ὅμηρος,PER,0.9981622099876404,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ὅμηρος[1],Ὅμηρος,PER,0.99774169921875,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ὁμήρῳ[1],Ὁμήρῳ,PER,0.9982958436012268,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀλκίνῳ[1],Ἀλκίνῳ,PER,0.9790427684783936,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Δημόδοκον[1],Δημόδοκον,PER,0.9972144961357117,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀγαμέμνων[1],Ἀγαμέμνων,PER,0.9983153343200684,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Πραξιτέλης[1],Πραξιτέλης,PER,0.996274471282959,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Δήμητρος[1],Δήμητρος,PER,0.9982227683067322,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Ἀττικοῖς[1],Ἀττικοῖς,MISC,0.9972211122512817,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Ποσειδῶν[1],Ποσειδῶν,PER,0.9962052702903748,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Κῴοις[1],Κῴοις,MISC,0.8591454029083252,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Ποσειδῶνι[1],Ποσειδῶνι,PER,0.9945685863494873,,
8,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.4@Κεραμεικὸν[1],Κεραμεικὸν,LOC,0.9892340898513794,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἑρμοῦ[1],Ἑρμοῦ,PER,0.9968335032463074,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Πουλυτίωνος[1],Πουλυτίωνος,PER,0.9875245094299316,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἐλευσῖνι[1],Ἐλευσῖνι,PER,0.9976552724838257,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀθηναίων[1],Ἀθηναίων,MISC,0.9942108392715454,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διονύσῳ[1],Διονύσῳ,PER,0.9953592419624329,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διόνυσον[1],Διόνυσον,PER,0.9795644879341125,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀπόλλωνα[1],Ἀπόλλωνα,PER,0.9971415400505066,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀθηνᾶς[1],Ἀθηνᾶς,LOC,0.9183511734008789,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διὸς[1],Διὸς,PER,0.9952313303947449,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Μνημοσύνης[1],Μνημοσύνης,PER,0.9707213640213013,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Μουσῶν[1],Μουσῶν,MISC,0.985371470451355,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀπόλλων[1],Ἀπόλλων,PER,0.9967013001441956,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Εὐβουλίδου[1],Εὐβουλίδου,PER,0.9896060228347778,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διόνυσον[1],Διόνυσον,PER,0.9959656000137329,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διονύσου[1],Διονύσου,PER,0.9962945580482483,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀθηναίων[1],Ἀθηναίων,MISC,0.9796931743621826,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀμφικτύων[1],Ἀμφικτύων,PER,0.8665174245834351,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Διόνυσον[1],Διόνυσον,PER,0.9836229681968689,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Πήγασός[1],Πήγασός,PER,0.9949313998222351,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἐλευθερεύς[1],Ἐλευθερεύς,MISC,0.9283030033111572,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἀθηναίοις[1],Ἀθηναίοις,MISC,0.9940013289451599,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Δελφοῖς[1],Δελφοῖς,LOC,0.9926421046257019,,
9,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.5@Ἰκαρίου[1],Ἰκαρίου,PER,0.9975691437721252,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀμφικτύων[1],Ἀμφικτύων,PER,0.9323016405105591,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀκταῖον[1],Ἀκταῖον,MISC,0.7262430787086487,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀττικῇ[1],Ἀττικῇ,MISC,0.9659189581871033,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀκταίου[1],Ἀκταίου,MISC,0.8652355074882507,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Κέκροψ[1],Κέκροψ,PER,0.9666371941566467,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀκταίου[2],Ἀκταίου,MISC,0.8733616471290588,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἕρση[1],Ἕρση,PER,0.47104769945144653,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἄγλαυρος[1],Ἄγλαυρος,PER,0.576845645904541,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Πάνδροσος[1],Πάνδροσος,PER,0.6128309965133667,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἐρυσίχθων[1],Ἐρυσίχθων,PER,0.7718289494514465,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀθηναίων[1],Ἀθηναίων,MISC,0.9946909546852112,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Κέκροπος[1],Κέκροπος,PER,0.996932864189148,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Κραναὸς[1],Κραναὸς,PER,0.8617962002754211,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀθηναίων[2],Ἀθηναίων,MISC,0.9923681616783142,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Κραναῷ[1],Κραναῷ,PER,0.6112721562385559,,
10,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.6@Ἀτθίδα[1],Ἀτθίδα,LOC,0.9507095813751221,,
